,features/color,features/x,features/clarity,features/y,features/depth,features/z,features/carat,features/table,features/cut
20673,6,4.37,7,4.41,62.2,2.73,0.32,56.0,4
21731,3,6.53,2,6.49,60.8,3.96,1.01,56.0,4
53324,0,6.39,3,6.35,61.2,3.9,1.0,61.0,3
48460,5,5.17,1,5.23,61.9,3.22,0.52,55.0,4
22144,6,5.28,3,5.33,62.8,3.33,0.58,57.0,2
8027,2,5.02,4,4.97,60.5,3.02,0.46,58.0,3
3992,0,4.52,4,4.55,61.1,2.77,0.34,55.0,4
53117,3,6.51,5,6.48,61.1,3.97,1.02,57.0,4
13523,2,5.64,0,5.45,63.8,3.54,0.7,60.0,1
46936,3,4.77,7,4.82,62.4,2.99,0.41,54.0,4
47051,2,6.32,3,6.28,63.8,4.02,1.0,58.0,1
17950,6,5.9,4,5.93,61.4,3.63,0.78,57.0,4
47774,4,5.67,6,5.7,62.1,3.53,0.71,57.0,4
9102,2,7.88,0,7.82,59.9,4.7,1.74,58.0,3
33913,4,4.29,6,4.32,62.3,2.68,0.3,58.0,3
37282,4,4.74,2,4.79,63.6,3.03,0.42,57.0,1
38394,0,4.57,2,4.53,60.7,2.76,0.35,57.0,4
43379,3,4.34,7,4.32,61.0,2.64,0.3,62.0,3
15729,0,5.64,4,5.67,62.6,3.54,0.7,58.0,4
27222,3,7.28,3,7.2,62.3,4.51,1.46,56.0,4
28106,2,5.27,3,5.39,63.0,3.36,0.58,59.0,2
34312,1,6.68,2,6.73,61.3,4.11,1.12,63.0,2
35181,2,6.82,4,6.76,61.9,4.2,1.21,58.0,3
15668,3,5.64,0,5.49,66.7,3.71,0.7,55.0,0
3881,1,6.22,3,6.31,64.0,4.01,1.0,59.0,2
10796,0,6.64,3,6.61,63.2,4.18,1.11,57.0,2
4511,3,4.8,5,4.82,61.1,2.94,0.41,55.0,2
19561,5,4.84,3,4.87,61.0,2.96,0.42,54.0,4
10991,1,6.66,2,6.69,62.2,4.15,1.13,55.0,4
39172,5,6.65,1,6.71,58.7,3.92,1.06,60.0,1
17665,0,4.74,5,4.78,60.7,2.89,0.4,60.0,3
8284,4,6.87,2,6.94,62.3,4.3,1.27,58.0,2
46410,2,5.63,2,5.67,62.7,3.54,0.7,57.0,2
25727,4,5.72,2,5.76,61.1,3.51,0.7,56.0,2
21971,3,6.48,5,6.41,62.2,4.01,1.01,54.0,4
26044,1,4.38,3,4.36,60.2,2.63,0.3,57.0,4
37234,2,5.89,1,5.84,59.5,3.49,0.73,62.0,3
22757,5,6.14,6,6.1,63.6,3.89,0.9,58.0,1
14432,1,7.58,1,7.5,63.1,4.75,1.64,60.0,0
9321,5,6.73,2,6.79,62.4,4.22,1.2,59.0,2
27158,3,6.45,7,6.48,61.1,3.95,1.01,56.0,2
4642,1,5.2,0,5.17,60.8,3.15,0.52,60.0,3
6320,4,8.27,2,8.25,62.3,5.15,2.19,62.0,3
44839,3,5.22,4,5.25,61.7,3.23,0.54,56.0,4
39647,2,4.61,3,4.63,61.0,2.82,0.37,58.0,2
12318,3,7.04,1,6.98,59.1,4.14,1.21,55.0,3
38992,2,4.7,2,4.72,60.9,2.87,0.38,55.0,4
27293,1,5.13,4,5.16,63.0,3.24,0.53,56.0,2
3599,1,5.72,3,5.77,62.0,3.56,0.71,55.0,4
43453,4,7.28,2,7.34,62.5,4.57,1.52,58.0,2
38937,1,5.36,5,5.31,62.4,3.33,0.6,61.0,3
32683,1,4.0,5,4.04,61.4,2.47,0.24,57.0,4
46983,1,6.42,3,6.38,62.0,3.97,1.0,55.0,4
34555,2,6.53,2,6.51,62.1,4.05,1.06,57.0,4
37062,4,6.72,5,6.78,58.8,3.97,1.09,61.0,1
17745,3,5.85,2,5.8,63.7,3.71,0.77,54.0,1
3307,1,4.39,5,4.41,60.2,2.65,0.31,57.0,4
26539,1,6.59,2,6.56,57.2,3.76,1.0,62.0,1
7282,4,6.27,1,6.31,60.3,3.79,0.91,57.0,4
30161,1,4.77,3,4.74,62.5,2.97,0.41,55.0,4
50198,1,4.46,4,4.43,61.6,2.74,0.33,56.0,4
38398,4,6.06,4,6.12,62.9,3.83,0.9,58.0,2
52439,3,7.43,3,7.36,63.8,4.72,1.61,58.0,1
36807,4,6.76,5,6.7,59.7,4.01,1.1,58.0,4
20298,0,4.75,2,4.8,63.0,3.01,0.41,56.0,2
52334,2,3.84,3,3.89,63.4,2.45,0.23,56.0,2
12644,2,4.12,4,4.18,60.5,2.51,0.26,59.0,2
2407,0,5.19,3,5.16,60.1,3.11,0.51,59.0,3
48549,0,4.78,1,4.81,63.4,3.04,0.43,57.0,1
53143,2,7.42,4,7.39,60.0,4.44,1.51,60.0,3
18728,0,5.15,2,5.11,63.4,3.25,0.53,58.0,2
35844,2,5.68,1,5.71,62.9,3.58,0.7,56.0,2
5891,3,5.5,3,5.47,63.8,3.5,0.67,60.0,1
38373,1,6.35,2,6.4,62.4,3.98,1.0,59.0,1
26883,1,5.91,2,5.87,60.1,3.54,0.73,56.0,4
22131,2,6.63,3,6.67,61.8,4.11,1.12,55.0,4
50194,1,6.74,1,6.65,59.4,3.98,1.09,57.0,4
38941,0,4.36,3,4.31,62.5,2.71,0.31,57.0,4
28562,2,4.4,7,4.44,62.2,2.75,0.32,54.0,4
21574,5,6.84,1,6.78,60.8,4.14,1.18,58.0,3
1810,2,6.3,1,6.22,66.0,4.13,1.05,60.0,0
18761,2,5.64,1,5.58,65.3,3.67,0.71,53.0,4
44709,0,6.43,2,6.47,61.6,3.97,1.01,60.0,2
19179,5,6.8,3,6.75,62.9,4.26,1.22,58.0,3
51825,3,4.37,4,4.41,62.0,2.72,0.32,56.0,4
32925,5,6.13,3,6.18,62.2,3.83,0.91,59.0,4
4076,1,4.4,3,4.42,62.1,2.74,0.32,54.0,4
8380,0,5.17,4,5.2,60.9,3.16,0.51,57.0,4
3577,5,6.03,2,6.08,57.5,3.48,0.76,62.0,2
6209,3,6.14,1,6.21,62.3,3.85,0.9,56.0,4
9335,3,4.64,3,4.59,61.5,2.84,0.37,56.0,4
43633,6,6.92,4,6.98,62.0,4.31,1.29,57.0,4
32939,2,5.71,3,5.67,62.0,3.53,0.7,57.0,4
6114,2,8.15,1,8.1,62.0,5.04,2.08,60.0,3
33939,0,4.44,4,4.47,61.1,2.72,0.32,56.0,4
20773,5,6.61,2,6.65,61.4,4.07,1.11,60.0,4
45051,1,4.49,4,4.52,61.0,2.75,0.34,57.0,4
36834,3,5.88,3,5.94,62.9,3.72,0.81,58.0,1
15377,1,6.6,4,6.62,59.5,3.93,1.03,57.0,4
29164,5,6.87,2,6.82,61.7,4.22,1.21,56.0,3
9859,0,6.03,2,6.08,62.4,3.78,0.84,57.0,4
40125,0,5.76,3,5.73,61.8,3.55,0.72,57.0,4
44189,3,5.43,4,5.47,61.2,3.33,0.6,56.0,4
13394,3,5.17,5,5.13,62.1,3.2,0.52,57.0,4
50604,0,4.79,3,4.82,59.5,2.86,0.39,57.0,2
53836,1,4.52,5,4.55,62.6,2.84,0.35,53.0,4
18953,4,6.75,1,6.68,57.9,3.89,1.02,61.0,1
3206,4,4.36,5,4.38,62.3,2.72,0.31,54.0,4
5630,3,6.2,1,6.26,62.3,3.88,0.94,59.0,2
38875,2,4.38,3,4.35,61.6,2.69,0.31,58.0,3
44483,1,4.04,5,4.08,63.1,2.56,0.26,59.0,1
7245,5,6.65,2,6.58,63.1,4.18,1.2,61.0,2
32735,2,4.06,6,4.09,61.8,2.52,0.25,55.0,2
32145,5,6.9,2,6.87,60.7,4.18,1.2,59.0,3
16882,1,5.29,3,5.2,62.0,3.25,0.53,56.0,4
4112,3,7.38,1,7.19,64.8,4.72,1.56,59.0,0
22455,4,6.52,2,6.43,62.5,4.05,1.05,56.0,4
29656,1,6.59,4,6.57,59.6,3.92,1.03,59.0,3
20683,4,4.3,4,4.32,60.1,2.59,0.3,61.0,2
24080,0,5.52,1,5.48,59.1,3.25,0.59,57.0,4
46522,1,4.66,4,4.68,61.8,2.89,0.38,54.7,4
25874,1,5.38,4,5.4,61.0,3.29,0.57,56.0,4
39297,0,5.19,2,5.22,61.5,3.2,0.52,55.0,4
38604,2,6.48,3,6.51,59.4,3.86,1.01,61.0,2
15472,3,5.83,7,5.87,58.5,3.42,0.7,60.0,2
35588,4,4.71,4,4.63,62.7,2.93,0.4,59.0,3
22218,1,4.7,3,4.66,62.0,2.9,0.4,57.0,4
46885,1,4.4,3,4.43,62.3,2.75,0.33,57.0,4
16772,2,5.62,1,5.64,62.2,3.5,0.7,59.0,1
53410,1,6.45,1,6.41,63.9,4.11,1.06,60.0,1
34353,0,6.53,5,6.48,60.6,3.94,1.01,56.0,4
36126,2,6.13,1,6.11,63.1,3.86,0.9,58.0,2
34094,4,7.28,3,7.32,62.3,4.55,1.51,59.0,3
29057,1,4.75,2,4.78,61.5,2.93,0.41,61.0,2
36657,5,7.8,4,7.84,60.6,4.74,1.75,60.0,3
27215,2,4.62,2,4.67,63.3,2.94,0.39,54.0,1
22212,1,4.48,2,4.51,60.7,2.73,0.34,57.0,4
31984,5,6.35,3,6.29,58.4,3.69,0.9,62.0,3
27257,4,7.43,3,7.37,61.6,4.56,1.5,55.0,3
4959,3,6.22,2,6.18,64.7,4.01,1.0,60.0,0
38016,5,7.01,3,7.05,62.6,4.4,1.33,55.0,4
12647,1,5.69,1,5.74,61.9,3.54,0.71,63.0,2
36769,6,4.79,1,4.76,63.7,3.04,0.43,57.0,1
17223,3,4.42,7,4.45,62.2,2.76,0.32,54.0,4
30222,5,6.51,1,6.45,61.9,4.02,1.04,56.0,4
5765,3,5.07,5,5.11,63.5,3.23,0.51,56.0,1
34189,2,4.1,3,4.12,62.3,2.56,0.26,56.0,4
23814,5,7.01,1,6.98,62.3,4.36,1.33,59.0,3
9966,3,5.73,5,5.7,62.5,3.57,0.71,57.0,4
15624,3,4.33,5,4.31,62.7,2.71,0.31,57.0,4
47390,5,5.24,4,5.29,61.2,3.22,0.54,58.0,4
6641,3,4.22,3,4.29,63.5,2.7,0.31,58.0,1
18946,5,4.37,4,4.42,62.1,2.73,0.32,57.0,4
49918,6,4.71,4,4.67,61.6,2.89,0.39,59.0,3
10002,1,5.0,0,4.94,58.4,2.9,0.43,62.0,3
48149,3,4.46,4,4.42,61.3,2.72,0.32,55.0,4
16442,5,5.73,2,5.67,63.3,3.61,0.72,57.0,2
39223,4,6.39,1,6.43,62.0,3.98,1.0,55.0,4
23397,3,4.35,5,4.32,61.1,2.65,0.3,57.0,4
50902,1,4.77,1,4.74,62.9,2.99,0.41,58.0,3
40021,1,4.28,4,4.3,62.2,2.67,0.3,54.0,4
28793,1,5.68,3,5.72,62.1,3.54,0.71,59.0,3
25107,4,6.48,2,6.52,61.7,4.01,1.06,60.0,4
8131,1,3.89,5,3.93,62.4,2.44,0.23,59.0,2
42260,3,4.58,4,4.63,61.3,2.83,0.35,54.0,4
50888,0,6.19,1,6.23,62.2,3.86,0.91,59.0,3
24767,1,6.32,2,6.37,63.4,4.02,1.01,58.0,2
18548,2,6.49,4,6.53,59.8,3.89,1.0,58.0,2
49729,0,3.94,6,3.97,61.7,2.44,0.23,59.0,2
9438,5,6.85,1,6.92,62.0,4.27,1.25,57.0,4
39871,3,4.68,5,4.71,61.6,2.9,0.39,56.6,4
32725,3,5.15,4,5.18,62.3,3.22,0.52,54.0,4
5028,3,5.74,4,5.68,62.9,3.59,0.74,60.0,3
14101,1,5.23,3,5.19,62.4,3.25,0.54,56.0,4
6818,2,6.62,2,6.69,62.5,4.16,1.15,59.0,2
42651,4,7.12,2,7.16,61.5,4.39,1.36,56.0,4
53069,1,5.7,1,5.76,62.3,3.57,0.72,58.0,2
38309,2,7.34,2,7.37,61.2,4.5,1.5,57.0,2
46288,3,4.72,2,4.7,62.0,2.92,0.4,59.0,3
32286,1,6.65,3,4.61,57.0,2.64,0.34,61.0,1
26465,0,7.42,3,7.45,60.9,4.53,1.51,57.0,4
49521,2,5.13,2,5.1,59.3,3.03,0.48,64.0,1
17062,2,5.13,1,5.15,61.7,3.17,0.5,55.0,4
2542,4,5.29,5,5.31,60.6,3.21,0.54,60.0,3
43744,3,5.66,2,5.71,61.2,3.48,0.71,61.0,2
51410,2,8.05,1,8.11,61.1,4.94,1.97,58.0,3
23621,5,6.54,4,6.51,62.5,4.08,1.08,57.0,3
48473,3,8.07,2,8.18,60.3,4.9,2.01,60.0,1
50866,6,6.98,1,6.95,61.3,4.27,1.25,58.0,3
22276,5,5.75,4,5.82,62.1,3.59,0.74,56.0,4
24365,3,4.95,6,4.97,60.1,2.98,0.45,58.0,2
15675,4,6.8,2,6.86,62.2,4.25,1.21,54.0,4
38502,2,4.73,2,4.75,62.4,2.96,0.41,60.0,2
21685,4,6.56,2,6.59,61.0,4.01,1.03,55.0,4
12020,6,6.19,6,6.11,62.0,3.81,0.9,58.0,3
20096,2,6.23,3,6.15,62.0,3.84,0.9,56.0,4
28874,1,4.88,1,4.94,59.9,2.94,0.43,57.0,2
33447,3,7.01,6,7.05,60.5,4.25,1.3,60.0,3
53881,3,7.12,5,7.18,59.2,4.23,1.31,59.0,4
34120,4,6.64,4,4.11,61.6,3.7,1.12,58.0,3
3902,4,5.62,4,5.68,59.8,3.38,0.66,60.9,1
18588,1,5.68,1,5.73,62.2,3.55,0.71,58.0,2
7061,1,5.74,2,5.8,59.1,3.41,0.7,62.0,2
9236,1,4.53,3,4.51,59.3,2.68,0.33,58.0,4
28730,1,5.05,3,5.08,63.0,3.19,0.51,59.0,2
22189,3,4.41,3,4.39,62.0,2.73,0.32,57.0,4
45627,2,6.0,4,6.03,60.5,3.64,0.8,59.0,3
18901,3,4.81,7,4.86,61.2,2.96,0.43,57.0,4
26008,6,4.76,5,4.79,61.8,2.95,0.4,55.0,4
37322,3,5.68,2,5.62,65.5,3.7,0.73,56.0,0
7810,0,5.64,2,5.59,62.9,3.53,0.7,63.0,2
22940,4,6.49,1,6.57,58.2,3.8,1.02,60.0,1
43478,1,5.24,3,5.2,61.3,3.2,0.53,55.0,4
53031,6,7.33,5,7.36,62.1,4.56,1.52,60.0,2
41293,2,6.62,2,6.57,61.2,4.03,1.06,55.0,4
19755,1,4.48,6,4.43,61.7,2.75,0.34,58.0,3
16204,6,6.79,1,6.87,61.7,4.21,1.2,56.0,4
38419,0,4.62,6,4.59,61.0,2.81,0.35,55.0,4
4367,6,4.58,4,4.62,61.7,2.84,0.36,53.7,4
19644,6,8.08,3,8.13,61.0,4.94,2.0,57.0,4
37006,2,6.39,4,6.36,62.4,3.98,1.01,61.0,3
23301,4,4.31,2,4.34,63.1,2.73,0.31,57.0,1
23901,3,5.73,2,5.77,60.3,3.47,0.7,58.0,3
11467,3,4.42,3,4.41,61.8,2.73,0.32,55.0,4
8990,0,6.77,5,6.84,62.8,4.26,1.21,55.0,4
28548,2,5.18,4,5.22,60.0,3.12,0.51,59.0,2
26863,4,6.14,3,6.11,64.0,3.92,0.9,57.0,1
18168,4,4.27,4,4.31,61.5,2.64,0.3,57.0,4
51393,3,4.32,4,4.25,62.5,2.68,0.3,59.0,3
22145,2,6.53,3,6.57,61.5,4.03,1.06,58.0,2
26437,4,4.26,4,4.28,62.3,2.66,0.3,58.0,3
11640,3,7.31,3,7.26,62.9,4.58,1.5,54.0,3
548,2,4.35,7,4.38,61.2,2.67,0.31,57.0,4
29376,1,5.8,2,5.84,63.2,3.68,0.77,58.0,2
49297,4,4.31,2,4.35,62.4,2.7,0.31,57.0,2
17787,3,4.75,6,4.77,61.8,2.94,0.4,53.0,4
11952,0,4.3,2,4.27,63.5,2.72,0.31,58.0,2
40804,2,8.15,1,8.11,60.9,4.95,2.03,59.0,3
16575,5,9.06,1,9.01,63.9,5.77,3.01,60.0,1
9319,6,6.42,3,6.35,63.7,4.07,1.03,56.0,1
33716,3,6.81,5,6.84,62.3,4.25,1.22,56.0,4
40186,5,5.73,2,5.71,61.7,3.53,0.71,56.0,3
29236,5,5.65,3,5.68,63.9,3.62,0.72,58.0,2
29202,1,5.05,2,5.11,62.2,3.16,0.5,57.0,4
22253,4,4.5,3,4.54,61.5,2.78,0.34,54.0,4
51494,0,6.01,3,5.96,55.6,3.33,0.71,73.0,0
16820,3,6.62,3,6.59,61.3,4.05,1.08,56.0,4
21277,1,4.49,3,4.46,62.1,2.78,0.35,59.0,3
5008,4,6.12,2,6.03,63.2,3.84,0.9,61.0,1
33216,1,5.12,3,5.08,60.0,3.06,0.5,63.0,2
20943,3,6.13,1,6.2,61.3,3.78,0.9,60.0,1
4297,3,4.11,3,4.15,61.7,2.55,0.26,57.0,2
42100,3,4.29,3,4.32,60.6,2.61,0.3,61.0,2
52429,3,4.58,1,4.59,62.8,2.88,0.38,57.0,4
51171,1,4.85,4,4.87,63.0,3.06,0.43,55.0,4
13055,3,6.93,4,6.94,60.7,4.21,1.22,57.0,4
41192,1,4.36,3,4.38,62.2,2.72,0.32,55.0,4
7535,3,6.8,4,6.82,62.7,4.27,1.21,54.0,4
42888,0,6.55,2,6.53,60.1,3.93,1.03,62.0,1
38962,2,4.91,6,4.88,60.3,2.95,0.43,58.0,3
33895,2,6.49,4,6.52,61.0,3.97,1.02,56.0,4
49872,1,4.72,2,4.68,63.2,2.97,0.41,58.0,2
1799,2,4.48,5,4.51,60.7,2.73,0.33,57.0,4
40490,3,6.29,2,6.35,63.6,4.02,1.01,58.0,1
2387,2,6.4,2,6.44,63.4,4.07,1.04,59.0,1
19418,3,6.6,5,6.63,62.0,4.1,1.09,54.8,4
50150,6,7.32,5,7.37,62.8,4.61,1.54,58.0,4
14322,6,5.32,3,5.34,61.4,3.27,0.56,56.0,4
20106,1,4.44,1,4.41,60.1,2.66,0.31,57.0,4
13207,1,4.37,4,4.43,58.4,2.57,0.3,62.0,2
31500,3,5.63,3,5.67,63.5,3.59,0.71,59.0,1
6066,3,7.62,4,7.54,60.7,4.6,1.62,58.0,3
3512,3,6.7,1,6.64,62.8,4.19,1.12,54.0,4
51430,2,4.07,6,4.1,59.0,2.41,0.24,58.0,2
11633,5,6.2,1,6.24,62.7,3.9,0.96,58.0,2
45880,4,4.39,5,4.42,62.4,2.75,0.33,60.0,2
30102,3,5.08,5,5.12,62.5,3.19,0.51,59.0,4
28539,1,6.4,5,6.46,61.0,3.92,1.0,62.0,2
25743,2,5.69,4,5.72,61.9,3.53,0.71,56.0,4
7816,5,8.23,2,8.17,63.0,5.22,2.18,58.0,3
19014,1,5.26,5,5.31,61.1,3.22,0.54,56.0,4
38526,1,6.37,1,6.41,62.0,3.96,1.0,57.0,4
20672,0,4.37,2,4.4,62.0,2.72,0.32,57.0,4
6695,6,4.75,4,4.8,61.6,2.95,0.41,55.1,4
48653,1,5.4,3,5.35,60.4,3.25,0.57,57.0,4
49499,5,6.67,2,6.62,61.4,4.08,1.08,57.0,4
26913,1,4.6,3,4.64,60.8,2.81,0.36,56.0,4
2263,2,4.69,6,4.71,61.9,2.91,0.4,57.0,2
7802,1,5.7,4,5.66,62.1,3.53,0.7,56.0,4
31753,3,4.65,3,4.61,63.3,2.93,0.39,57.0,2
45160,1,5.7,3,5.59,62.0,3.5,0.7,60.0,3
44001,3,6.42,1,6.49,62.6,4.04,1.04,58.0,2
3260,1,4.35,2,4.3,63.1,2.73,0.31,57.0,2
29289,1,4.33,2,4.36,63.3,2.75,0.32,55.0,1
27385,1,4.68,4,4.65,61.3,2.86,0.37,55.0,4
17229,0,4.32,3,4.35,60.9,2.64,0.3,57.0,4
8273,3,4.32,1,4.35,61.6,2.67,0.3,56.0,4
3871,1,6.14,1,6.17,62.9,3.87,0.91,56.0,2
42294,2,6.51,3,6.46,62.0,4.02,1.01,56.0,4
1774,4,6.78,2,6.82,62.4,4.24,1.22,57.0,2
50879,6,6.39,2,6.44,60.8,3.9,1.0,58.0,3
14051,2,4.07,6,4.05,63.3,2.57,0.26,57.0,2
2840,3,6.44,3,6.4,60.8,3.9,1.0,58.0,3
31949,3,4.24,4,4.26,63.1,2.68,0.3,56.0,1
44309,3,6.35,3,6.29,62.3,3.94,1.0,58.0,3
40913,0,4.76,5,4.77,60.4,2.88,0.4,59.0,3
35383,5,6.67,2,6.62,60.3,4.01,1.08,60.0,4
8369,5,4.32,4,4.27,61.7,2.65,0.3,58.0,3
26993,3,4.36,7,4.39,61.9,2.71,0.31,56.0,4
24805,5,5.3,2,5.32,62.1,3.3,0.56,54.0,4
22502,3,5.08,4,5.03,58.0,2.93,0.46,66.0,0
1511,2,5.44,1,5.52,60.9,3.34,0.61,58.0,3
31695,5,4.32,4,4.28,62.8,2.7,0.31,57.0,4
46424,5,4.35,2,4.33,62.9,2.73,0.32,58.0,3
22242,3,5.68,1,5.65,61.6,3.49,0.7,57.0,4
38049,3,6.87,4,6.72,60.0,4.08,1.13,60.0,3
37956,0,4.33,1,4.35,62.0,2.69,0.31,56.0,4
39761,1,4.74,2,4.72,63.2,2.99,0.41,56.0,2
18118,5,8.63,4,8.6,61.2,5.27,2.39,60.0,3
15376,2,4.79,3,4.81,61.7,2.96,0.41,54.0,4
52625,4,7.07,5,7.03,61.5,4.34,1.3,55.0,4
13698,1,5.09,2,5.14,61.4,3.14,0.51,58.0,2
27825,1,4.14,5,4.18,66.6,2.77,0.3,54.0,0
51783,1,6.78,3,6.71,62.0,4.18,1.2,59.0,3
23405,2,5.7,3,5.75,62.5,3.58,0.73,57.0,2
50346,3,4.63,2,4.65,61.4,2.85,0.37,56.0,4
46108,2,6.87,1,6.82,61.8,4.23,1.21,57.0,4
20191,3,4.38,7,4.41,61.0,2.68,0.32,59.0,3
49210,2,4.3,4,4.22,61.0,2.6,0.3,60.0,2
25190,4,5.64,2,5.68,62.9,3.56,0.7,56.0,2
40349,1,6.38,3,6.44,61.6,3.95,1.0,57.0,4
22209,0,5.19,2,5.23,60.5,3.15,0.52,61.0,2
18281,1,5.31,4,5.34,62.9,3.35,0.58,54.0,2
2303,3,4.74,6,4.69,61.5,2.9,0.4,58.0,3
53811,4,7.54,3,7.59,63.3,4.79,1.7,57.0,1
36719,6,6.49,3,6.51,61.1,3.97,1.01,56.0,4
50769,1,5.11,5,5.09,62.4,3.18,0.5,54.0,4
27494,1,4.37,4,4.4,61.1,2.68,0.31,54.0,4
11148,6,7.76,4,7.92,66.6,5.22,2.01,54.0,0
51668,4,7.41,7,7.44,60.2,4.47,1.51,60.0,3
52959,4,6.8,3,6.75,62.9,4.26,1.21,57.0,4
21784,2,4.82,2,4.84,61.7,2.98,0.43,58.0,3
9669,0,4.58,5,4.62,63.6,2.93,0.39,60.2,1
50050,2,6.65,5,6.68,61.2,4.08,1.1,56.0,4
17234,5,8.02,1,8.17,62.5,5.06,2.04,52.0,2
24667,6,6.89,4,6.93,61.6,4.26,1.24,57.0,4
2822,4,7.09,3,7.15,61.9,4.41,1.36,58.0,3
20010,6,7.56,6,7.61,62.9,4.77,1.7,60.0,2
2246,3,4.8,3,4.76,61.3,2.93,0.41,57.0,3
20051,1,8.11,1,8.09,62.2,5.04,2.0,57.0,4
50199,1,6.66,4,6.71,59.1,3.95,1.06,58.0,3
16220,3,7.6,3,7.57,62.2,4.72,1.65,55.0,4
11223,5,7.7,4,7.58,61.1,4.67,1.63,57.0,3
6086,4,8.4,1,8.36,61.9,5.19,2.21,56.0,4
25173,3,7.21,1,7.14,59.2,4.25,1.32,61.0,3
46117,1,5.67,2,5.6,61.9,3.49,0.7,60.0,3
25801,5,7.07,1,7.17,62.2,4.43,1.37,59.0,2
1711,4,5.44,2,5.4,62.0,3.36,0.6,56.0,3
13850,4,5.38,3,5.34,62.2,3.33,0.59,59.0,4
716,3,7.0,6,6.98,59.5,4.16,1.23,57.0,4
24175,3,6.13,3,6.17,62.3,3.83,0.91,59.0,2
35533,2,7.42,2,7.33,60.9,4.49,1.51,59.0,3
18448,0,4.79,2,4.77,62.3,2.98,0.41,55.0,4
1369,4,7.96,2,7.87,63.6,5.03,2.0,58.0,1
37869,6,6.29,5,6.22,66.0,4.13,1.01,56.0,0
1404,5,8.11,3,8.04,61.8,4.99,2.0,56.0,3
35865,2,4.45,3,4.37,59.4,2.62,0.31,58.0,3
42390,1,4.44,2,4.46,63.4,2.82,0.34,55.0,1
4329,3,4.31,7,4.32,62.3,2.69,0.3,56.0,4
48727,4,7.11,4,7.05,59.3,4.2,1.25,57.0,3
49142,3,6.19,1,6.23,61.5,3.82,0.9,57.0,4
7867,3,4.27,3,4.3,61.6,2.64,0.3,58.0,4
12979,2,4.41,4,4.44,61.3,2.71,0.32,55.0,2
46404,2,4.75,6,4.8,60.9,2.91,0.39,55.0,4
19195,2,4.43,6,4.44,62.5,2.77,0.33,56.0,4
42789,3,5.73,4,5.66,62.2,3.54,0.71,59.0,3
47174,3,5.74,6,5.72,63.2,3.62,0.74,56.0,2
21230,4,5.28,3,5.3,61.8,3.27,0.55,54.0,4
3657,1,4.8,1,4.77,62.9,3.01,0.42,56.0,4
51386,1,6.13,3,6.19,63.1,3.89,0.91,58.0,1
17402,2,4.41,3,4.37,62.4,2.74,0.33,58.0,3
24241,5,4.27,2,4.19,63.8,2.7,0.3,57.0,1
24408,1,4.5,4,4.52,61.6,2.78,0.34,55.0,4
21032,6,8.11,4,8.06,62.6,5.06,2.04,58.0,3
8981,5,4.16,4,4.18,62.1,2.59,0.27,54.0,4
5969,5,4.34,7,4.32,60.5,2.62,0.3,59.0,3
49506,0,4.25,3,4.29,62.3,2.66,0.3,58.0,4
39257,4,4.44,2,4.36,61.4,2.7,0.31,55.0,4
14479,4,5.72,5,5.76,61.9,3.55,0.71,56.0,4
28088,2,4.29,2,4.32,62.7,2.7,0.3,54.0,4
36551,2,6.15,2,6.1,63.5,3.89,0.91,58.0,2
38400,4,5.09,3,5.16,62.2,3.19,0.52,56.4,4
2268,0,5.31,2,5.29,61.9,3.28,0.56,55.0,4
3392,3,5.47,4,5.34,68.5,3.7,0.7,58.0,0
45864,4,5.47,3,5.49,62.0,3.4,0.61,53.0,4
11432,4,5.44,4,5.4,55.5,3.01,0.51,64.0,0
48836,4,7.27,1,7.3,60.4,4.4,1.51,59.0,2
17077,2,4.81,6,4.84,60.5,2.92,0.42,58.0,3
24680,3,6.38,1,6.29,63.3,4.01,1.0,56.0,2
18675,1,5.65,2,5.7,63.3,3.59,0.73,60.0,2
41828,1,5.12,3,5.18,59.8,3.08,0.5,57.0,1
3087,5,7.35,5,7.38,61.9,4.56,1.51,56.0,2
41270,3,5.73,3,5.76,61.8,3.55,0.71,56.0,4
27086,0,4.26,2,4.28,62.5,2.67,0.3,57.0,2
32267,0,6.38,3,6.27,63.6,4.02,1.0,56.0,1
50027,4,6.43,2,6.46,60.9,3.93,1.0,58.0,2
34645,5,4.25,3,4.27,62.4,2.66,0.29,55.0,2
34297,4,4.71,3,4.74,61.6,2.91,0.4,57.0,4
1286,4,7.15,2,7.08,62.7,4.46,1.39,58.0,3
15059,2,5.34,3,5.39,61.5,3.3,0.58,57.0,4
52165,0,4.71,2,4.67,63.1,2.96,0.4,61.0,2
45022,5,6.57,0,6.05,66.7,4.37,1.2,57.0,0
41614,3,4.72,4,4.74,62.2,2.94,0.4,56.0,4
5538,5,7.18,3,7.13,59.2,4.23,1.35,65.0,1
17215,4,5.77,2,5.73,59.5,3.42,0.68,59.0,3
53762,2,4.76,4,4.73,61.3,2.91,0.4,56.0,4
53024,0,6.2,3,6.16,59.9,3.7,0.87,59.0,3
53663,4,6.28,1,6.24,63.8,4.0,1.0,55.0,1
32362,6,4.97,2,4.99,63.3,3.15,0.5,60.0,1
22564,3,4.59,3,4.55,62.8,2.87,0.37,60.0,3
34404,0,5.24,3,5.2,61.5,3.21,0.53,58.0,3
17754,2,7.22,3,7.31,62.6,4.55,1.5,59.0,2
53276,0,4.29,2,4.31,62.1,2.67,0.3,59.0,3
